Unnamed: 0,index,User,Video Title,PreLabel,Comment (Actual),Comment Author Counts,Comment Seg,Polarity,Comment Length,Worth Word Ratio,PCA1,PCA2,PCA3
250326,250326,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,0,Sheldon Cooper: Impressive.,1,sheldon cooper impress,0.623,4,0.75,2.00784991,0.53137969,0.64440805
354861,354861,Physics Girl,How to control light with water,1,"You sing so well !!  :D

And sadly the Father of Optical Fiber has got Brain degeneration.",11,sing well sadli father optic fiber got brain degener,0.573,17,0.412,-0.91040319,0.61226302,0.15204317
139071,139071,Physics Girl,BREAKING: New Phase of Matter,0,Where may I buy a Time Crystal physics girl?,1,may buy time crystal physic girl,1,9,0.556,-0.11862532,0.34695606,-0.11386187
235259,235259,Physics Girl,Inside the World's Largest Science Experiment,0,What we were taught in school is 💩 compared to this stuff,1,taught school compar stuff,1,12,0.333,0.45477048,-0.71367643,-0.00957874
102921,102921,neo,Why Saudi Arabia Is Building a Linear City,1,When I saw recommendation I thought they meant building a line along their boarder to outline it,1,saw recommend thought meant build line along boarder outlin,1,17,0.235,-0.72888273,-0.76892575,0.14332257
298386,298386,Physics Girl,Bandaids Glow when Opening?! | EVERYDAY MYSTERIES,1,Did you really get teary at the end of the video?😃,2,realli get teari end video,1,12,0.583,1.13447619,-0.00388172,-0.39896997
322462,322462,Physics Girl,SLOW MOTION SCIENCE!  Ferrofluid dropping on magnet,1,"Hey Diana, today I was at a public swimming pool for the first time in over a decade. They also had a whirlpool, so I had a soak in that one too. Here I noticed something strange about fluid dynamics: The bubbles were coming out of plastic plates that had tiny holes in them, probably compressed air that was guided through them, or something like that. Anyhow, whenever the bubbles came and I put my hand on the plate with the holes they came through, it felt really cold! It felt much colder than the normal air in the surrounding, so I thought to myself ""hmm, there must be some weird fluid dynamic effect that cools the whole thing down, and does so more when you put your hand onto it"", because the plate felt colder with my hand than without. Do you know of this effect? Could you maybe even explain it? Does it come up anywhere else, besides a whirlpool?",60,hey diana today public swim pool first time decad also whirlpool soak one notic someth strang fluid dynam bubbl come plastic plate tini hole probabl compress air guid someth like anyhow whenev bubbl came put hand plate hole came felt realli cold felt much colder normal air surround thought hmm must weird fluid dynam effect cool whole thing put hand onto plate felt colder hand without know effect could mayb even explain come anywher els besid whirlpool,0.872,176,0.375,-1.54271733,0.45914855,0.02917038
32000,32000,Jet Lag: The Game,We Raced To Visit The Most US States In 100 Hrs - Day 4,1,I’m amazed they pulled off debauching a woman. I thought it would take forever and cost them they game.,18,im amaz pull debauch woman thought would take forev cost game,0.833,21,0.238,-0.56865772,-0.42451462,-0.35471529
188905,188905,Physics Girl,How Mirrors Could Solve our Energy Problem,1,"This is fascinating. I've been somewhat against much of the renewable energy move due to the fact that it is so expensive and creates a lot of waste in both creation and disposal. This, however, seems a lot more promising.",3,fascin ive somewhat much renew energi move due fact expens creat lot wast creation dispos howev seem lot promis,0.669,43,0.488,-1.47192614,-0.06621164,-0.22052722
30914,30914,Jet Lag: The Game,We Raced To Visit The Most US States In 100 Hrs - Finale,1,Should be banned to do swap backs. Once you’ve swapped it should be locked in.,6,ban swap back youv swap lock,0.756,17,0.059,-0.15847535,-0.18751292,-0.1790228
253841,253841,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,0,"+1 for CERN!
+1 Physics Girl!
+1 for Dirac",6,1 cern 1 physic girl 1 dirac,1,9,0.778,1.12367484,1.75244976,0.23067097
193211,193211,Physics Girl,Hydrogen vs. Battery Electric Cars,1,"Sounds great. Has always sounded great. Unfortunately it doesnt exist, and it isnt even close, for either hydrogen or electric vehicles. Only Rich poeple can drive those cars, or those who want to feel like they are rich. When they are moving freight across the country, not just a couple of Trucks,  then we might be getting somewhere. Green energy is a far off dream, and Im not sure we will ever see it. Meanwhile we have oil. I suggest we focus on inventing new ways of getting us to our dream. Until then you must understand that oil is our economy. Except for all those who aspire to live in a world without power and food.",1,sound great alway sound great unfortun doesnt exist isnt even close either hydrogen electr vehicl rich poepl drive car want feel like rich move freight across countri coupl truck might get somewher green energi far dream im sure ever see meanwhil oil suggest focu invent new way get us dream must understand oil economi except aspir live world without power food,0.775,123,0.309,-1.65470631,0.09688189,-0.27617094
181103,181103,Physics Girl,We can see things moving faster than light,1,Arethegalaxiesmovingawayfromusinalldirections?,1,arethegalaxiesmovingawayfromusinalldirect,1,1,1,-0.31639977,0.53510727,0.07393003
98807,98807,neo,Why Saudi Arabia Is Building a Linear City,1,It seems the prince have been taking inspiration from Elon Musk.,4,seem princ take inspir elon musk,0.746,11,0.455,-0.08270721,0.00667101,0.23930648
11607,11607,Cleo Abram,How do igloos work?,1,"When I spent time up north we stayed in igloos, was such a cool experience",1,spent time north stay igloo cool experi,0.839,16,0.375,0.07635276,-0.46593544,-0.06073786
267116,267116,Physics Girl,Why are there giant concrete tunnels in the desert?,1,Use less information and a waste of cash for nothing and time to studying boy what a scam...,1,use less inform wast cash noth time studi boy scam,0.855,19,0.474,0.07642462,-0.15688531,-0.42675898
249624,249624,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,1,I thought antimatter was the stuff around the matter...the stuff it floats around....,2,thought antimatt stuff around matterth stuff float around,1,16,0.5,-0.26707102,-0.08457703,-0.1754537
151307,151307,Physics Girl,It missed us by 9 days,0,"That's it, I'm going off the grid, it's time. I'm running to the hills and live like Grizzly Adams. When the bombs fall and everyone tears each other apart in a massive 10 year blackout I'll watch it from my cabin. I guess I have three years to buy ten years worth of can goods. Wish me luck!",2,that im go grid time im run hill live like grizzli adam bomb fall everyon tear apart massiv 10 year blackout ill watch cabin guess three year buy ten year worth good wish luck,0.803,65,0.369,-1.29102042,0.54551415,-0.22427009
113678,113678,Physics Girl,An Update On Dianna's Health,1,I’m assuming she’s smart enough to be vaccinated? How is this even possible!?! Omg so sad I’m going to watch friends on repeat to get over this.,1,im assum she smart enough vaccin even possibl omg sad im go watch friend repeat get,0.691,33,0.333,-0.86521874,0.33311905,-0.56828053
309640,309640,Physics Girl,Are machines better at quantum physics than humans?,1,"Hey Dianna , Do you know that training a neural network to recognize you based on your Instagram pictures leads to ""Shoes"" being Identified ? .. Yeah , I’ve tried it ...",1,hey dianna know train neural network recogn base instagram pictur lead shoe identifi yeah ive tri,0.925,35,0.257,-0.96015629,0.31757427,-0.13975371
113034,113034,Physics Girl,An Update On Dianna's Health,1,Hopefully she will get better soon. I am praying for her 🙏,1,hope get better soon pray,0.536,12,0.167,0.67213759,0.93186013,-0.31661062
25753,25753,Cleo Abram,"Metformin, the big new ""anti-aging"" drug, explained",1,"But you cant get metformin over the counter, and I doubt any doctor would prescribe of label for anti-ageing...",7,cant get metformin counter doubt doctor would prescrib label antiag,0.84,21,0.333,-0.61728434,1.05126747,0.05237864
257847,257847,Physics Girl,Most People Don’t Know Wine Moves Like This | EVERYDAY MYSTERY,0,Hello,2,hello,1,1,1,4.09635499,0.10868401,-0.34043478
76027,76027,neo,What Does the Moon Landing Site Look Like Today?,1,How much dust would there be now?,1,much dust would,1,7,0.286,1.98147437,-0.74009096,0.33526161
43814,43814,Jet Lag: The Game,We Played a 72 Hour Game of Tag Across Europe,0,Should have hid in the train toilet until it departed,2,hid train toilet depart,0.865,10,0.3,0.59081022,-0.73056792,-0.00046723
353512,353512,Physics Girl,Can you solve these physics riddles? ft Simone Giertz - Part 1/3,0,Hi!,1,hi,1,1,1,3.99699697,-0.13702365,-0.4327849
104383,104383,neo,Why Saudi Arabia Is Building a Linear City,1,The line looks really wonderful. I hope the project will help the people of KSA.,1,line look realli wonder hope project help peopl ksa,0.527,15,0.533,-0.9686258,-0.62084549,0.00027316
165362,165362,Physics Girl,What happened to my face,1,"I was just telling my partner about how when I was a kid, I got really bad hay fever for the first time when my family was visiting relatives, and my mother told me to show my grandfather. She didn't explain, though, so when she told me to show him my eyes, the first words out of his mouth were ""Ooooh, you get yourself a shiner there??!!"" with no small amoung of glee. I think he was a little disappointed that it was just an allergic reaction, but my mother was pretty offended that he automatically assumed I'd gotten into a fight. lol.",1,tell partner kid got realli bad hay fever first time famili visit rel mother told show grandfath didnt explain though told show eye first word mouth ooooh get shiner small amoung glee think littl disappoint allerg reaction mother pretti offend automat assum id gotten fight lol,0.775,114,0.316,-1.50291907,0.06547396,0.05892113
305409,305409,Physics Girl,Why this trick should be IMPOSSIBLE ft. Rodney Mullen - Skateboarding Science,1,It's my first time on this channel and honestly You look like a skate-girl.,1,first time channel honestli look like skategirl,0.667,15,0.4,0.33030906,-0.27355311,0.09785174
155330,155330,Physics Girl,99 Years Later... We Solved It,0,"We?
Take your meds�?🤔🦑",4,take med,1,5,0.2,2.74182661,0.25628106,0.03464299
353077,353077,Physics Girl,Can you solve these physics riddles? ft Simone Giertz - Part 1/3,0,hi!,2,hi,1,1,1,3.99699697,-0.13702365,-0.4327849
102276,102276,neo,Why Saudi Arabia Is Building a Linear City,1,7:38 background music name please,1,738 background music name pleas,0.635,5,0.8,1.05927104,1.93994854,0.26861952
283944,283944,Physics Girl,How Fluid Can Climb Upward! SLIME EXPERIMENT,0,Rheology.,1,rheolog,1,1,1,1.8965851,1.54248612,0.89015618
296639,296639,Physics Girl,Can You Solve this Ice Diamond Riddle? ft. Vsauce’s Michael Stevens,0,It will go down,2,go,1,4,0,4.21751227,-0.1392984,-0.19874052
263722,263722,Physics Girl,The Surprising Ways Mars is Hostile to Life,1,"Andy Weir said he knew of the inacurracy of the dust storm, but he wrote that part of the book before he had much of an audience (it was self published in sections, so his audience grew as he went along), so at that time he really didn't think anyone who cared would notice.",110,andi weir said knew inacurraci dust storm wrote part book much audienc self publish section audienc grew went along time realli didnt think anyon care would notic,0.935,60,0.283,-1.11115721,0.60506771,-0.25330216
184127,184127,Physics Girl,We can see things moving faster than light,1,"Here's my question........ if everything is moving away from us in the universe, are we at the center of the universe? Or are we moving away as well? And if we are moving away too, shouldn't we be maintaining the same distance as the galaxies ahead of us???????",1,here question everyth move away us univers center univers move away well move away shouldnt maintain distanc galaxi ahead us,0.939,53,0.245,-1.3422855,0.8748797,-0.14543953
330403,330403,Physics Girl,Can you solve the MAGNET RIDDLE? ft YouTube CEO Susan Wojcicki,1,"Take one of the iron bars, call it ""A"", and hit it to the ground, if the bars attraction to each other weakens or disappears, the bar ""A"" was magnetic, else, the other one is the magnetic one.",3,take one iron bar call hit ground bar attract weaken disappear bar magnet els one magnet one,0.82,48,0.458,-1.11833053,-0.41433991,-0.0688337
123347,123347,Physics Girl,Dianna went to the E.R.,1,"It's so unnerving, thank you for sharing in these troubling times, it's good for people to know, I can imagine how hard it is on you both. Wishing you all well.",20,unnerv thank share troubl time good peopl know imagin hard wish well,0.57,36,0.222,-1.03192034,0.43116634,-0.18925018
124624,124624,Physics Girl,Giant moving mud puddle tries to take out a TRAIN,0,Real life Nope.,1,real life nope,1,3,1,3.5652685,-0.58253949,-0.80121436
273067,273067,Physics Girl,I Visited the First Gravitational Wave Detector! LIGO | STELLAR,1,"Could they engage a team of young students in creating captions in #otherLanguages?  
https://youtu.be/T6yPAVvWSco

Found the NASA #techTransfer FB but no phone numbers...
 #geophysics 
 #dailyupdates 
 #hybrid_aeroships",1,could engag team young student creat caption otherlanguag httpsyoutubet6ypavvwsco found nasa techtransf fb phone number geophys dailyupd hybridaeroship,0.783,34,0.529,-1.3463197,0.13667028,0.20277089
372810,372810,Physics Girl,Quantum Cryptography Explained,1,"It would be so nice to have a real detailed explanation on how the polarization and transmission of entangled photons work to generate the keys. All the videos try to use silly analogies, why not just focus on how the science works, step by step?",2,would nice real detail explan polar transmiss entangl photon work gener key video tri use silli analog focu scienc work step step,0.899,47,0.447,-1.36291814,-0.36123144,0.42667671
158951,158951,Physics Girl,99 Years Later... We Solved It,0,"Publish such a video on April Fools' Day makes me doubt the veracity. Anyway, nice video",1,publish video april fool day make doubt verac anyway nice video,0.585,18,0.611,-0.66025516,-0.04278629,-0.19066382
167645,167645,Physics Girl,We've never seen THIS before - James Webb Space Telescope,1,"When u showed the diagram, I asked so when can we see the Big Bang",1,u show diagram ask see big bang,1,16,0.375,-0.15923426,-0.22572762,-0.28234032
169517,169517,Physics Girl,The Sky in 350 Billion Years,1,"I'm still stuck on why we chose the slinky and not an orb shaped explosion, because objects on the far side are moving away from us faster  then if the projected angle was reduced from the center. The answer is probably math because the sphere shape would vary so wildly but if it was a slinky where space is being stretched then everything would  seem almost linear and would all follow a curve... Yea idk if that makes sense lol",1,im still stuck chose slinki orb shape explos object far side move away us faster project angl reduc center answer probabl math sphere shape would vari wildli slinki space stretch everyth would seem almost linear would follow curv yea idk make sens lol,0.917,83,0.361,-1.57930537,-0.14851906,0.07342675
36405,36405,Jet Lag: The Game,Playing A 72 Hr Game of Tag Across Europe - Finale,1,When is the next season starting?,6,next season start,1,6,0.5,1.43416669,-0.48442944,0.0598171
34893,34893,Jet Lag: The Game,We Raced To Visit The Most US States In 100 Hours,0,I assumed the HAI dude was way older. I guess I was wrong,1,assum hai dude way older guess wrong,0.744,13,0.462,-0.18518429,0.59395898,-0.01545036
36290,36290,Jet Lag: The Game,Playing A 72 Hr Game of Tag Across Europe - Finale,0,Go Adam!,6,go adam,1,2,1,3.10757373,-0.0719488,-0.18482321
156249,156249,Physics Girl,99 Years Later... We Solved It,0,"Great, Now i don't need to buy gas anymore",1,great dont need buy ga anymor,0.631,11,0.182,0.28629363,0.99132917,-0.22812442
30183,30183,Jet Lag: The Game,We Raced To Visit The Most US States In 100 Hrs - Finale,0,I love how sam ignored the question about the tracker. 😂,1,love sam ignor question tracker,0.519,11,0.545,0.46531665,0.04979783,0.0298932
352339,352339,Physics Girl,The Boat/Rock Brainteaser ft Simone Giertz part 2/3,0,stay's the same,3,stay,1,4,0.75,4.25921334,-0.28640774,-0.33823553
224946,224946,Physics Girl,"Dianna's Intro Physics Class: Trailer - Physics 101, AP Physics 1 Review with Physics Girl",0,Keep up the great work Diana! You have an AWESOME channel,5,keep great work diana awesom channel,0.506,11,0.636,-0.25684315,-0.65799595,0.06455355
159000,159000,Physics Girl,99 Years Later... We Solved It,1,"Well, I always wondered just how bored aliens would have needed to be, in order to slide rocks across Death Valley!😁",1,well alway wonder bore alien would need order slide rock across death valley,0.67,24,0.292,-1.02778399,-0.71959597,0.51518558
288837,288837,Physics Girl,Can you solve the BOWL RIDDLE? ft. Kurt Hugo Schneider Part 1/3,1,Toss all the water and ping pong ball upwards...the ball would reach the bottom first..then the water will hit it.. OR...spin the bowl..the ball will come to the edge of the bowl...then slightly tilt such that water does not come out but the ball touches the bottom?,2,toss water ping pong ball upwardsth ball would reach bottom firstthen water hit orspin bowlth ball come edg bowlthen slightli tilt water come ball touch bottom,0.978,58,0.466,-1.0181837,0.04436103,0.20534511
332224,332224,Physics Girl,FIRE IN FREEFALL - rare physics experiment,0,Use a coke bottle. 2L,1,use coke bottl 2l,1,5,0.6,0.38924725,-0.38034608,0.2679125
136813,136813,Physics Girl,48 hours - the most isolated camp on earth,1,"I live on the Canadian prairies where -40c temperatures during winter are not uncommon. You definitely do not linger around outside especially if the wind is blowing. At that temp, car tires develop flat spots after sitting overnight. Snow is crunchy when you walk on it.  Frostbite is dangerous as you do not necessarily feel it / realize it is happening.",2,live canadian prairi 40c temperatur winter uncommon definit linger around outsid especi wind blow temp car tire develop flat spot sit overnight snow crunchi walk frostbit danger necessarili feel realiz happen,0.914,62,0.339,-1.77626677,-0.6073127,-0.21316583
270690,270690,Physics Girl,The Hardest Exam I Ever Took at MIT in Physics,1,I liked mechanics in engineering school but my problem with practice questions was that I made a few (too) hard ones myself and couldn't verify if I got them right or wrong 😅,8,like mechan engin school problem practic question made hard one couldnt verifi got right wrong,0.682,36,0.333,-1.08549552,0.28254428,-0.61513594
84854,84854,neo,Why Egypt Is Building a New Capital City,1,"It is not only about maps, but the capital is almost finished and construction is almost complete. Millions of Egyptians work in it day and night. The temperature in summer reaches 40 degrees and in winter it reaches 1 degrees, but the work never stops there.
Egypt came out of a great war on terrorism. And it won, but now it is rising at lightning speed. We can say that Egypt is giving a lesson on how to rise again after a war against black terrorism for many years. Long live Egypt.",1,map capit almost finish construct almost complet million egyptian work day night temperatur summer reach 40 degre winter reach 1 degre work never stop egypt came great war terror rise lightn speed say egypt give lesson rise war black terror mani year long live egypt,0.652,95,0.379,-1.71609992,-0.2036226,-0.06449104
286674,286674,Physics Girl,Bowl Riddle Solution (Plus 2 BONUS riddles) ft. Kurt Hugo Schneider part 2/3,1,Ugh.  I first thought about doing that with the cup but I thought that qualified as touching/interacting with the ball.  So my next solution would have been to siphon out the water with a tube or straw of some kind.,1,ugh first thought cup thought qualifi touchinginteract ball next solut would siphon water tube straw kind,0.775,40,0.35,-1.4037736,0.32326586,0.2292638
261176,261176,Physics Girl,The Surprising Ways Mars is Hostile to Life,1,but can we green Mars and mae it human habitable?,1,green mar mae human habit,1,10,0.4,0.44354793,-0.75010523,0.17392376
180270,180270,Physics Girl,Glaciers Are Disappearing Almost As Fast As You Can Ski Down Them | Climate Games,1,Until people are literally dying in the streets by the hour the governments of the world will not force the kind of change that is needed to save our species not to mention the billions of species that will die with us.,5,peopl liter die street hour govern world forc kind chang need save speci mention billion speci die us,0.849,42,0.381,-1.25463878,-0.1998391,-0.09643785
37850,37850,Jet Lag: The Game,Playing A 72 Hr Game of Tag Across Europe - Finale,0,Let's Go - it's finale time!! HYPEEEE,2,let go final time hypeee,1,9,0.444,1.7055707,0.21662109,0.22134502
200785,200785,Physics Girl,What the NEW black hole discovery tells us!,0,earth is flat we just see it through a gravitational lens hehe,8,earth flat see gravit len hehe,1,12,0.5,-0.18420695,-0.92865353,-0.0921481
274548,274548,Physics Girl,5 SCARY Physics Experiments!,0,iJustine gives some great reactions!,1,ijustin give great reaction,0.523,5,0.8,0.45599909,0.7856528,-0.04968249
167810,167810,Physics Girl,We've never seen THIS before - James Webb Space Telescope,0,Wow,13,wow,1,1,1,4.31994878,0.12466817,0.02917323
272541,272541,Physics Girl,This Weird Straw Effect | EVERYDAY MYSTERIES,1,Saggy lens a.k.a. concave lens. :P,4,saggi len aka concav len p,0.615,7,0.571,-0.38416043,-0.6212704,0.4167874
181048,181048,Physics Girl,We can see things moving faster than light,1,"Thank you Phycist Girl, no ordinary human individual will understand with comprehensive logical thinking. Our unbelief of the universe expending in motion with out holding.....this Only Define by God Thou Art in Heaven than anyone on earth. The appointed time for this is here as you speak with other renown physicists like Albert Einstein and Steven Hocking and those 6 thousand physicists working day night in Cern. We are proud of you all bringing us closers to meeting the CREATOR WHO IS ( I AM WHO I AM)",3,thank phycist girl ordinari human individu understand comprehens logic think unbelief univers expend motion holdingthi defin god thou art heaven anyon earth appoint time speak renown physicist like albert einstein steven hock 6 thousand physicist work day night cern proud bring us closer meet creator,0.813,92,0.522,-1.52502433,0.61501596,-0.24991113
159958,159958,Physics Girl,99 Years Later... We Solved It,0,Pretty sure the pitch drop experiment is the most boring,2,pretti sure pitch drop experi bore,0.371,10,0.7,-0.31243152,-0.72958192,-0.16626349
347448,347448,Physics Girl,Why Hawaii's volcano is so UNUSUAL,0,and??? why leave there? finish God dame it,1,leav finish god dame,0.585,8,0.375,0.8987368,-0.41454218,-0.49538259
109930,109930,neo,Is This a Chinese City in Malaysia?,1,"Money! Money! Money! You can buy everything in Malaysia. ..Chinese city in Malay territory 
.melayu boleh Malaysian pun boleh. 👍👍👍👍👍❤️💜💛",1,money money money buy everyth malaysia chines citi malay territori melayu boleh malaysian pun boleh,1,21,0.714,-0.95152594,0.02455223,0.68586328
163732,163732,Physics Girl,99 Years Later... We Solved It,1,"At this point, its safe to change your name from the 'Physics Girl' to the 'Geology Girl.",1,point safe chang name physic girl geolog girl,0.847,19,0.526,0.00243358,-0.01520805,-0.20187475
26824,26824,Cleo Abram,"Fracking for Clean Energy (wait, what?)",1,"This was really well done! It was well produced, but still had that personal spin, like you were saying. I really appreciate the graphics to help me visualize, too.",5,realli well done well produc still person spin like say realli appreci graphic help visual,0.614,32,0.156,-1.27616906,0.01172382,-0.28981561
359876,359876,Physics Girl,5 Awesome Science Party Tricks!,0,"I like you Physics girl but, why the same stuff after all these videos!!",2,like physic girl stuff video,0.837,15,0.533,0.50008561,0.25611342,-0.03180097
218102,218102,Physics Girl,Circular Motion - Physics 101 / AP Physics 1 Review with Dianna Cowern,1,"completed jee advanced recently and once again i'm watching the same syllabus
*JEE(an indian engineering entrance exam)
XD XD XD",3,complet jee advanc recent im watch syllabu jeean indian engin entranc exam xd xd xd,0.506,25,0.56,-1.1992172,-0.16980942,0.01154995
279240,279240,Physics Girl,The HIDDEN Magnets in Your Phone ft. MKBHD,1,"A ferrocell, like Theoria Apophasis has done videos with, might be of interest. Didn't know that big magnets effected other magnets like that. Makes sense since magnets a essentually made from bigger (electro)magnets.",3,ferrocel like theoria apophasi done video might interest didnt know big magnet effect magnet like make sens sinc magnet essentu made bigger electromagnet,0.778,39,0.513,-1.36688451,0.30488164,0.08582757
62667,62667,neo,Which Building Is Taller?,0,Mm the towers in Malaysia 💀,1,mm tower malaysia,1,6,0.833,1.56937,-0.25433815,0.09244254
192054,192054,Physics Girl,The BIGGEST problem with clean energy,0,Love this series and the culture around it 👍🏻,2,love seri cultur around,0.656,9,0.444,0.20975624,-0.86910867,0.05658168
372547,372547,Physics Girl,Is energy always conserved?,1,"Perhaps I am missing something, but let's run an thought experiment. 
 If I take a ball and throw it at X velocity and that is hard enough to break a cars window, we know there was enough kinetic energy to cause said effect. If I throw the same ball at the same velocity at a car traveling away at 0.9X velocity the ball will not break the window. The kinetic energy in the ball is the same, but less of it is transferred to the window.
 If the light red-shifts because we are moving away from the source (and it moves away from us), might not there be a similar case here? I know that light travels at light speed and thus time is different for it (stopped) but this explanation makes sense to me.",1,perhap miss someth let run thought experi take ball throw x veloc hard enough break car window know enough kinet energi caus said effect throw ball veloc car travel away 09x veloc ball break window kinet energi ball less transfer window light redshift move away sourc move away us might similar case know light travel light speed thu time differ stop explan make sens,0.935,144,0.403,-1.52604657,0.27431305,-0.04340714
309016,309016,Physics Girl,Crazy tic tac bounce!? | EVERYDAY MYSTERIES,0,"""Lockheed Omg.. like.. omg.. those warmongers.. can you get a better sponsor?"" says the person enjoying her videos on a cellphone while using GPS and while her videos are paid for by her sponsors instead of proceeds going to her sponsors; videos not in German but in English from a free country.",1,lockhe omg like omg warmong get better sponsor say person enjoy video cellphon use gp video paid sponsor instead proce go sponsor video german english free countri,0.842,59,0.441,-1.42687201,-0.36025901,-0.24690023
227522,227522,Physics Girl,Insanely Fun DIY Science Experiments at Home with Physics Girl,1,Is the sound/mirror/laser experiment how an oscilloscope works?,1,soundmirrorlas experi oscilloscop work,1,8,0.625,-0.66360079,-0.35458223,0.49349717
87484,87484,neo,Why Maps of Our Oceans Are Bad,1,Wait so the North Atlantic Garbage patch isn't the UK?,1,wait north atlant garbag patch isnt uk,1,11,0.727,-0.39690553,-0.30657091,0.19265099
266897,266897,Physics Girl,Why are there giant concrete tunnels in the desert?,1,So science is basically just a religion?,1,scienc basic religion,1,7,0.429,1.25555346,-0.259052,-0.0107845
242370,242370,Physics Girl,Why This Stuff Costs $2700 Trillion Per Gram - Antimatter at CERN,0,Physics Girl looked like a Steak being dangled in front of a hungryTiger 🥩🐅  to that Lonely overworked scientist! 🤭🤣,1,physic girl look like steak dangl front hungrytig lone overwork scientist,0.762,20,0.6,-1.31785498,0.07440802,-0.04747619
372350,372350,Physics Girl,Is energy always conserved?,0,"when I started this video there was 15 seconds advertisement. 
then at the end of the video there was advertisement too.
rly,  you get dislike.",2,start video 15 second advertis end video advertis rli get dislik,0.898,26,0.385,-0.60787159,0.25371018,0.05958375
297557,297557,Physics Girl,Bandaids Glow when Opening?! | EVERYDAY MYSTERIES,1,"You should be proud of yourself! You have inspired me soooo much, Physics is awesome on its own, but you have made it wayyyy better and interesting for a lot of people out there. Thank you!",2,proud inspir soooo much physic awesom made wayyyi better interest lot peopl thank,0.618,38,0.158,-1.24790794,0.21246177,-0.22335023
238849,238849,Physics Girl,How the Edge of Our Galaxy Defies Known Physics,1,"Cern is to science now, what the vatican was to science in the dark ages",1,cern scienc vatican scienc dark age,1,16,0.375,0.54933964,0.6920396,0.34581603
119275,119275,Physics Girl,An Update On Dianna's Health,0,I hope she gets over it.😪,2,hope get,0.58,6,0.167,3.25742921,-0.37359664,-0.22560794
311159,311159,Physics Girl,What stretching actually does to your body ft. Sofie Dossi,1,"I'm sorry, try as I might it just feels weird watching her contort her body like that",1,im sorri tri might feel weird watch contort bodi like,0.703,19,0.263,-0.79204612,0.31263868,-0.1658231
